# sen(phi)	 cos(phi)	 cos(theta)	 Jpar[nA/m2]
0.9982	0.0602	-0.5796	45.6258
0.9982	0.0602	-0.5587	48.5409
0.9982	0.0602	0.5637	1.3769
0.9982	0.0602	0.5843	2.8613
0.9982	0.0602	0.6039	5.6666
0.9980	0.0626	-0.6505	28.6527
0.9980	0.0626	-0.6329	32.3039
0.9980	0.0626	-0.6142	35.4384
0.9980	0.0626	0.6186	4.8755
0.9980	0.0626	0.6371	9.0117
0.9980	0.0626	0.6545	14.7792
0.9979	0.0651	-0.6818	21.7175
0.9979	0.0651	-0.6654	24.5272
0.9979	0.0651	-0.6479	26.8016
0.9979	0.0651	0.6521	8.0182
0.9979	0.0651	0.6693	13.2978
0.9979	0.0651	0.6855	19.5936
0.9977	0.0679	-0.7120	16.2645
0.9977	0.0679	-0.6968	18.3989
0.9977	0.0679	-0.6806	19.9980
0.9977	0.0679	0.6845	11.8973
0.9977	0.0679	0.7004	17.5524
0.9977	0.0679	0.7154	23.1087
0.9975	0.0709	-0.7409	11.9897
0.9975	0.0709	-0.7270	13.7054
0.9975	0.0709	-0.7122	14.8926
0.9975	0.0709	0.7157	15.4816
0.9975	0.0709	0.7303	20.2858
0.9975	0.0709	0.7440	23.7431
0.9972	0.0742	-0.7684	8.1909
0.9972	0.0742	-0.7558	9.7739
0.9972	0.0742	-0.7423	10.8727
0.9972	0.0742	0.7455	17.3378
0.9972	0.0742	0.7588	20.0795
0.9972	0.0742	0.7712	20.6774
0.9970	0.0778	-0.7943	4.4432
0.9970	0.0778	-0.7830	5.9453
0.9970	0.0778	-0.7709	7.1602
0.9970	0.0778	0.7738	16.3381
0.9970	0.0778	0.7857	16.5257
0.9967	0.0817	-0.8085	2.1534
0.9967	0.0817	-0.7977	3.3522
0.9967	0.0817	0.8003	12.5284
0.9967	0.0817	0.8109	10.7817
0.9963	0.0861	-0.8323	-1.0505
0.9963	0.0861	-0.8228	-0.2423
0.9963	0.0861	0.8150	8.8989
0.9963	0.0861	0.8251	7.3804
0.9963	0.0861	0.8344	5.0853
0.9959	0.0910	-0.8543	-3.0269
0.9959	0.0910	-0.8460	-2.9593
0.9959	0.0910	-0.8370	-2.3821
0.9959	0.0910	0.8392	4.6101
0.9959	0.0910	0.8480	2.9346
0.9953	0.0965	-0.8673	-4.2896
0.9953	0.0965	-0.8596	-4.4334
0.9953	0.0965	0.8614	1.3701
0.9953	0.0965	0.8690	0.4200
0.9947	0.1026	-0.8867	-4.1596
0.9947	0.1026	-0.8801	-5.1005
0.9947	0.1026	-0.8729	-5.3266
0.9947	0.1026	0.8747	0.1862
0.9947	0.1026	0.8817	-0.2985
0.9947	0.1026	0.8882	-0.1662
0.9940	0.1096	-0.8986	-4.5166
0.9940	0.1096	-0.8926	-5.4374
0.9940	0.1096	0.8941	-1.2915
0.9940	0.1096	0.9000	-0.8461
0.9931	0.1176	-0.9153	-3.1109
0.9931	0.1176	-0.9102	-4.5639
0.9931	0.1176	-0.9048	-5.3578
0.9931	0.1176	0.9061	-3.1449
0.9931	0.1176	0.9114	-2.7312
0.9919	0.1269	-0.9259	-3.1318
0.9919	0.1269	-0.9214	-4.3921
0.9919	0.1269	0.9225	-6.6974
0.9919	0.1269	0.9269	-5.0706
0.9905	0.1377	-0.9360	-3.1237
0.9905	0.1377	-0.9321	-4.1463
0.9905	0.1377	0.9331	-13.7512
0.9905	0.1377	0.9369	-12.9291
0.9886	0.1506	-0.9487	-1.7110
0.9886	0.1506	-0.9456	-3.2235
0.9886	0.1506	0.9431	-24.9095
0.9886	0.1506	0.9464	-25.8855
0.9886	0.1506	0.9494	-23.0360
0.9861	0.1660	-0.9573	-2.1585
0.9861	0.1660	-0.9546	-3.5656
0.9861	0.1660	0.9553	-45.0955
0.9861	0.1660	0.9578	-43.7999
0.9828	0.1849	-0.9651	-2.8989
0.9828	0.1849	-0.9629	-4.2809
0.9828	0.1849	0.9635	-71.2605
0.9828	0.1849	0.9656	-72.5908
0.9780	0.2085	-0.9739	-0.9152
0.9780	0.2085	-0.9723	-4.0641
0.9780	0.2085	0.9709	-104.4589
0.9780	0.2085	0.9727	-109.7039
0.9710	0.2389	-0.9799	-1.9551
0.9710	0.2389	-0.9787	-5.8750
0.9710	0.2389	0.9790	-154.9579
0.9710	0.2389	0.9802	-149.3045
0.9602	0.2792	-0.9852	-3.6405
0.9602	0.2792	-0.9842	-8.7076
0.9602	0.2792	0.9845	-208.0718
0.9602	0.2792	0.9854	-204.7487
0.9423	0.3349	-0.9896	-6.5289
0.9423	0.3349	-0.9890	-13.1819
0.9423	0.3349	0.9891	-268.9119
0.9423	0.3349	0.9898	-269.7133
0.9096	0.4156	-0.9932	-11.5179
0.9096	0.4156	-0.9928	-20.2178
0.9096	0.4156	0.9929	-337.4621
0.9096	0.4156	0.9933	-344.5364
0.8424	0.5389	-0.9960	-19.8322
0.8424	0.5389	-0.9957	-31.0113
0.8424	0.5389	0.9958	-413.7755
0.8424	0.5389	0.9960	-429.2893
0.6841	0.7294	-0.9978	-32.8520
0.6841	0.7294	-0.9976	-46.8768
0.6841	0.7294	0.9977	-498.0645
0.6841	0.7294	0.9978	-523.7871
0.2984	0.9544	-0.9987	-51.7534
0.2984	0.9544	-0.9986	-68.9485
0.2984	0.9544	0.9986	-591.0162
0.2984	0.9544	0.9987	-627.9645
-0.2984	0.9544	-0.9987	-77.1765
-0.2984	0.9544	-0.9986	-97.8559
-0.2984	0.9544	0.9986	-693.9783
-0.2984	0.9544	0.9987	-742.1230
-0.6841	0.7294	-0.9978	-109.0762
-0.6841	0.7294	-0.9976	-133.5274
-0.6841	0.7294	0.9977	-808.3444
-0.6841	0.7294	0.9978	-866.4887
-0.8424	0.5389	-0.9960	-146.4208
-0.8424	0.5389	-0.9957	-174.9559
-0.8424	0.5389	0.9958	-933.5745
-0.8424	0.5389	0.9960	-999.3782
-0.9096	0.4156	-0.9932	-187.2642
-0.9096	0.4156	-0.9928	-220.2434
-0.9096	0.4156	0.9929	-1064.3397
-0.9096	0.4156	0.9933	-1134.3444
-0.9423	0.3349	-0.9896	-229.2000
-0.9423	0.3349	-0.9890	-266.8961
-0.9423	0.3349	0.9891	-1188.5230
-0.9423	0.3349	0.9898	-1258.1776
-0.9602	0.2792	-0.9852	-269.4348
-0.9602	0.2792	-0.9842	-311.9295
-0.9602	0.2792	0.9845	-1287.7888
-0.9602	0.2792	0.9854	-1351.8359
-0.9710	0.2389	-0.9799	-304.9041
-0.9710	0.2389	-0.9787	-352.0640
-0.9710	0.2389	0.9790	-1341.7306
-0.9710	0.2389	0.9802	-1394.8856
-0.9780	0.2085	-0.9739	-332.5909
-0.9780	0.2085	-0.9723	-384.0968
-0.9780	0.2085	0.9709	-1172.8642
-0.9780	0.2085	0.9727	-1334.1945
-0.9828	0.1849	-0.9651	-405.2372
-0.9828	0.1849	-0.9629	-424.0694
-0.9828	0.1849	0.9635	-1118.9848
-0.9828	0.1849	0.9656	-1258.7729
-0.9861	0.1660	-0.9573	-413.2600
-0.9861	0.1660	-0.9546	-438.4991
-0.9861	0.1660	0.9553	-1009.0417
-0.9861	0.1660	0.9578	-1121.8385
-0.9886	0.1506	-0.9487	-406.3113
-0.9886	0.1506	-0.9456	-438.0738
-0.9886	0.1506	0.9431	-702.5788
-0.9886	0.1506	0.9464	-855.9350
-0.9886	0.1506	0.9494	-940.5428
-0.9905	0.1377	-0.9360	-420.8458
-0.9905	0.1377	-0.9321	-421.7534
-0.9905	0.1377	0.9331	-562.2670
-0.9905	0.1377	0.9369	-678.8769
-0.9919	0.1269	-0.9259	-386.7169
-0.9919	0.1269	-0.9214	-395.7856
-0.9919	0.1269	0.9225	-417.0083
-0.9919	0.1269	0.9269	-500.4379
-0.9931	0.1176	-0.9153	-338.5326
-0.9931	0.1176	-0.9102	-353.6943
-0.9931	0.1176	-0.9048	-338.5527
-0.9931	0.1176	0.9061	-208.4898
-0.9931	0.1176	0.9114	-282.3911
-0.9940	0.1096	-0.8986	-298.6226
-0.9940	0.1096	-0.8926	-291.1849
-0.9940	0.1096	0.8941	-120.8555
-0.9940	0.1096	0.9000	-169.9236
-0.9947	0.1026	-0.8867	-235.1756
-0.9947	0.1026	-0.8801	-233.0411
-0.9947	0.1026	-0.8729	-210.0133
-0.9947	0.1026	0.8747	-21.4341
-0.9947	0.1026	0.8817	-52.7908
-0.9947	0.1026	0.8882	-85.2740
-0.9953	0.0965	-0.8673	-170.2919
-0.9953	0.0965	-0.8596	-153.7915
-0.9953	0.0965	0.8614	18.7201
-0.9953	0.0965	0.8690	-3.3310
-0.9959	0.0910	-0.8543	-109.5967
-0.9959	0.0910	-0.8460	-97.4384
-0.9959	0.0910	-0.8370	-76.1916
-0.9959	0.0910	0.8392	65.2807
-0.9959	0.0910	0.8480	50.9807
-0.9963	0.0861	-0.8323	-47.0575
-0.9963	0.0861	-0.8228	-31.3271
-0.9963	0.0861	0.8150	105.7312
-0.9963	0.0861	0.8251	95.8419
-0.9963	0.0861	0.8344	78.6799
-0.9967	0.0817	-0.8085	7.5515
-0.9967	0.0817	-0.7977	20.4124
-0.9967	0.0817	0.8003	143.5790
-0.9967	0.0817	0.8109	127.5189
-0.9970	0.0778	-0.7943	38.9467
-0.9970	0.0778	-0.7830	49.2790
-0.9970	0.0778	-0.7709	55.6589
-0.9970	0.0778	0.7738	196.0620
-0.9970	0.0778	0.7857	183.3031
-0.9972	0.0742	-0.7684	72.7989
-0.9972	0.0742	-0.7558	78.1521
-0.9972	0.0742	-0.7423	77.5122
-0.9972	0.0742	0.7455	245.7144
-0.9972	0.0742	0.7588	241.3909
-0.9972	0.0742	0.7712	219.5330
-0.9975	0.0709	-0.7409	98.4964
-0.9975	0.0709	-0.7270	98.7462
-0.9975	0.0709	-0.7122	94.3692
-0.9975	0.0709	0.7157	281.0762
-0.9975	0.0709	0.7303	290.9919
-0.9975	0.0709	0.7440	278.2905
-0.9977	0.0679	-0.7120	121.1565
-0.9977	0.0679	-0.6968	120.6646
-0.9977	0.0679	-0.6806	119.4795
-0.9977	0.0679	0.6845	294.3815
-0.9977	0.0679	0.7004	321.2229
-0.9977	0.0679	0.7154	323.5886
-0.9979	0.0651	-0.6818	150.1893
-0.9979	0.0651	-0.6654	157.2584
-0.9979	0.0651	-0.6479	169.2049
-0.9979	0.0651	0.6521	287.3028
-0.9979	0.0651	0.6693	328.4941
-0.9979	0.0651	0.6855	347.5676
-0.9980	0.0626	-0.6505	199.3342
-0.9980	0.0626	-0.6329	226.1718
-0.9980	0.0626	-0.6142	264.8798
-0.9980	0.0626	0.6186	268.6140
-0.9980	0.0626	0.6371	318.6058
-0.9980	0.0626	0.6545	351.4531
-0.9982	0.0602	-0.6183	285.9351
-0.9982	0.0602	-0.5995	348.3032
-0.9982	0.0602	-0.5796	429.9789
-0.9982	0.0602	-0.5587	527.2254
-0.9982	0.0602	0.5637	190.0495
-0.9982	0.0602	0.5843	246.7904
-0.9982	0.0602	0.6039	300.8582
-0.9983	0.0581	-0.5654	540.8707
-0.9983	0.0581	-0.5445	679.3162
-0.9983	0.0581	-0.5226	830.7185
-0.9983	0.0581	0.5278	171.7174
-0.9983	0.0581	0.5495	226.2415
-0.9983	0.0581	0.5701	281.3360
-0.9984	0.0560	-0.5309	802.5139
-0.9984	0.0560	-0.5091	998.5885
-0.9984	0.0560	-0.4862	1193.7847
-0.9984	0.0560	-0.4623	1360.3272
-0.9984	0.0560	0.4680	112.0044
-0.9984	0.0560	0.4917	156.3878
-0.9984	0.0560	0.5143	207.9774
-0.9984	0.0560	0.5359	262.4920
-0.9985	0.0541	-0.4735	1330.1689
-0.9985	0.0541	-0.4499	1536.8808
-0.9985	0.0541	-0.4253	1686.0691
-0.9985	0.0541	-0.3997	1747.0384
-0.9985	0.0541	0.3795	46.7359
-0.9985	0.0541	0.4058	70.8368
-0.9985	0.0541	0.4311	102.9801
-0.9985	0.0541	0.4555	143.6640
-0.9985	0.0541	0.4789	191.8947
-0.9986	0.0524	-0.4138	1753.1067
-0.9986	0.0524	-0.3887	1838.2720
-0.9986	0.0524	-0.3626	1824.5075
-0.9986	0.0524	-0.3357	1699.0477
-0.9986	0.0524	-0.3079	1493.8933
-0.9986	0.0524	0.3144	27.5584
-0.9986	0.0524	0.3420	43.7634
-0.9986	0.0524	0.3688	66.1359
-0.9986	0.0524	0.3946	95.7322
-0.9986	0.0524	0.4196	133.1355
-0.9987	0.0507	-0.3526	1758.5373
-0.9987	0.0507	-0.3262	1655.1018
-0.9987	0.0507	-0.2990	1468.0210
-0.9987	0.0507	-0.2711	1231.6997
-0.9987	0.0507	-0.2425	969.9537
-0.9987	0.0507	-0.2132	715.2747
-0.9987	0.0507	-0.1834	492.1414
-0.9987	0.0507	0.1601	0.6956
-0.9987	0.0507	0.1904	4.1221
-0.9987	0.0507	0.2201	8.7883
-0.9987	0.0507	0.2492	15.7867
-0.9987	0.0507	0.2777	26.2670
-0.9987	0.0507	0.3054	41.3888
-0.9987	0.0507	0.3324	62.2387
-0.9987	0.0507	0.3586	89.6984
-0.9988	0.0491	-0.2634	1100.4448
-0.9988	0.0491	-0.2355	871.3182
-0.9988	0.0491	-0.2070	642.3368
-0.9988	0.0491	-0.1779	436.1503
-0.9988	0.0491	-0.1484	269.2736
-0.9988	0.0491	-0.1185	146.8725
-0.9988	0.0491	-0.0883	63.9996
-0.9988	0.0491	-0.0578	13.2611
-0.9988	0.0491	-0.0271	-12.7586
-0.9988	0.0491	0.0036	-22.1752
-0.9988	0.0491	0.0343	-21.9403
-0.9988	0.0491	0.0649	-17.0221
-0.9988	0.0491	0.0953	-10.6436
-0.9988	0.0491	0.1255	-4.3515
-0.9988	0.0491	0.1553	1.5695
-0.9988	0.0491	0.1847	7.7265
-0.9988	0.0491	0.2137	15.2593
-0.9988	0.0491	0.2420	25.5000
-0.9988	0.0491	0.2698	39.7180
-0.9989	0.0477	-0.1441	196.9945
-0.9989	0.0477	-0.1150	92.8673
-0.9989	0.0477	-0.0857	23.0267
-0.9989	0.0477	-0.0561	-18.0573
-0.9989	0.0477	-0.0263	-37.0248
-0.9989	0.0477	0.0035	-41.1379
-0.9989	0.0477	0.0333	-36.3294
-0.9989	0.0477	0.0630	-26.9643
-0.9989	0.0477	0.0925	-16.4773
-0.9989	0.0477	0.1218	-6.4935
0.9998	0.0179	-0.1442	10.9566
0.9998	0.0179	-0.1151	7.6667
0.9998	0.0179	-0.0857	5.0648
0.9998	0.0179	-0.0561	3.1268
0.9998	0.0179	-0.0264	1.7778
0.9998	0.0179	0.0035	0.9135
0.9998	0.0179	0.0333	0.4339
0.9998	0.0179	0.0630	0.2154
0.9998	0.0179	0.0926	0.1311
0.9998	0.0179	0.1219	0.0781
0.9998	0.0179	0.1510	-0.0262
0.9998	0.0184	-0.2636	31.5585
0.9998	0.0184	-0.2357	23.8474
0.9998	0.0184	-0.2072	17.6246
0.9998	0.0184	-0.1781	12.6942
0.9998	0.0184	-0.1486	8.8524
0.9998	0.0184	-0.1186	5.9049
0.9998	0.0184	-0.0884	3.7175
0.9998	0.0184	-0.0578	2.2004
0.9998	0.0184	-0.0272	1.2180
0.9998	0.0184	0.0036	0.6339
0.9998	0.0184	0.0343	0.3344
0.9998	0.0184	0.0650	0.2023
0.9998	0.0184	0.0954	0.1408
0.9998	0.0184	0.1256	0.0821
0.9998	0.0184	0.1555	-0.0227
0.9998	0.0184	0.1849	-0.2007
0.9998	0.0184	0.2139	-0.4544
0.9998	0.0184	0.2423	-0.7590
0.9998	0.0184	0.2700	-1.0704
0.9998	0.0190	-0.3529	58.8740
0.9998	0.0190	-0.3265	48.2164
0.9998	0.0190	-0.2993	37.8066
0.9998	0.0190	-0.2714	28.5959
0.9998	0.0190	-0.2427	20.9849
0.9998	0.0190	-0.2134	14.9645
0.9998	0.0190	-0.1836	10.3420
0.9998	0.0190	0.1603	-0.0139
0.9998	0.0190	0.1906	-0.1288
0.9998	0.0190	0.2203	-0.2885
0.9998	0.0190	0.2495	-0.4821
0.9998	0.0190	0.2780	-0.6847
0.9998	0.0190	0.3057	-0.8603
0.9998	0.0190	0.3327	-0.9692
0.9998	0.0190	0.3590	-0.9738
0.9998	0.0197	-0.4142	72.5985
0.9998	0.0197	-0.3891	64.6427
0.9998	0.0197	-0.3630	54.6247
0.9998	0.0197	-0.3360	43.9013
0.9998	0.0197	-0.3082	33.7198
0.9998	0.0197	0.3148	-0.4029
0.9998	0.0197	0.3424	-0.4522
0.9998	0.0197	0.3691	-0.4418
0.9998	0.0197	0.3950	-0.3549
0.9998	0.0197	0.4200	-0.1767
0.9998	0.0203	-0.4740	74.0576
0.9998	0.0203	-0.4504	72.4106
0.9998	0.0203	-0.4257	66.9447
0.9998	0.0203	-0.4002	58.5538
0.9998	0.0203	0.4062	0.0407
0.9998	0.0203	0.4316	0.1575
0.9998	0.0203	0.4560	0.3288
0.9998	0.0203	0.4794	0.6214
0.9998	0.0210	-0.5314	62.5952
0.9998	0.0210	-0.5096	66.6882
0.9998	0.0210	-0.4867	67.6194
0.9998	0.0210	-0.4628	64.9292
0.9998	0.0210	0.4685	0.4698
0.9998	0.0210	0.4922	0.6436
0.9998	0.0210	0.5148	1.0252
0.9998	0.0210	0.5364	1.8975
0.9998	0.0218	-0.5660	51.7092
0.9998	0.0218	-0.5451	56.4164
0.9998	0.0218	-0.5231	58.9541
0.9998	0.0218	0.5283	0.8845
0.9998	0.0218	0.5500	1.5787
0.9998	0.0218	0.5707	3.1284
0.9997	0.0226	-0.6189	35.8694
0.9997	0.0226	-0.6001	40.7636
0.9997	0.0226	-0.5802	45.0452
0.9997	0.0226	-0.5593	48.0549
0.9997	0.0226	0.5643	1.3275
0.9997	0.0226	0.5849	2.6989
0.9997	0.0226	0.6045	5.3605
0.9997	0.0226	0.6231	9.7344
0.9997	0.0235	-0.6511	27.2026
0.9997	0.0235	-0.6335	30.9512
0.9997	0.0235	-0.6148	34.2921
0.9997	0.0235	0.6193	4.7925
0.9997	0.0235	0.6377	8.8275
0.9997	0.0235	0.6551	14.5398
0.9997	0.0245	-0.6825	20.1605
0.9997	0.0245	-0.6660	22.9031
0.9997	0.0245	-0.6486	25.2608
0.9997	0.0245	0.6528	8.0176
0.9997	0.0245	0.6700	13.2630
0.9997	0.0245	0.6862	19.5794
0.9997	0.0255	-0.7127	14.8540
0.9997	0.0255	-0.6975	16.7978
0.9997	0.0255	-0.6814	18.3529
0.9997	0.0255	0.6852	12.0166
0.9997	0.0255	0.7012	17.7093
0.9997	0.0255	0.7161	23.3349
0.9996	0.0266	-0.7416	10.8557
0.9996	0.0266	-0.7278	12.3047
0.9996	0.0266	-0.7129	13.3586
0.9996	0.0266	0.7165	15.7590
0.9996	0.0266	0.7311	20.6354
0.9996	0.0266	0.7447	24.1463
0.9996	0.0279	-0.7691	7.3990
0.9996	0.0279	-0.7565	8.6899
0.9996	0.0279	-0.7431	9.5865
0.9996	0.0279	0.7463	17.7438
0.9996	0.0279	0.7596	20.5211
0.9996	0.0279	0.7719	21.0752
0.9996	0.0292	-0.7951	3.9974
0.9996	0.0292	-0.7838	5.2447
0.9996	0.0292	-0.7717	6.2393
0.9996	0.0292	0.7746	16.7366
0.9996	0.0292	0.7865	16.8603
0.9995	0.0307	-0.8093	1.8313
0.9995	0.0307	-0.7986	2.8570
0.9995	0.0307	0.8012	12.7381
0.9995	0.0307	0.8117	10.8591
0.9995	0.0324	-0.8331	-1.1230
0.9995	0.0324	-0.8236	-0.3655
0.9995	0.0324	0.8159	8.9582
0.9995	0.0324	0.8259	7.3385
0.9995	0.0324	0.8353	4.9531
0.9994	0.0342	-0.8551	-3.0849
0.9994	0.0342	-0.8469	-2.8887
0.9994	0.0342	-0.8379	-2.2840
0.9994	0.0342	0.8401	4.4678
0.9994	0.0342	0.8488	2.7647
0.9993	0.0363	-0.8682	-4.2822
0.9993	0.0363	-0.8605	-4.2248
0.9993	0.0363	0.8623	1.1924
0.9993	0.0363	0.8699	0.3176
0.9993	0.0387	-0.8876	-4.5148
0.9993	0.0387	-0.8810	-5.0486
0.9993	0.0387	0.8756	0.0698
0.9993	0.0387	0.8826	-0.3012
0.9993	0.0387	0.8890	-0.0638
0.9991	0.0413	-0.8995	-4.8769
0.9991	0.0413	-0.8936	-5.3599
0.9991	0.0413	0.8950	-0.9914
0.9991	0.0413	0.9009	-0.3853
0.9990	0.0444	-0.9161	-4.0674
0.9990	0.0444	-0.9112	-4.9186
0.9990	0.0444	0.9071	-2.0989
0.9990	0.0444	0.9124	-1.3421
0.9989	0.0479	-0.9268	-4.0876
0.9989	0.0479	-0.9224	-4.7277
0.9989	0.0479	0.9234	-3.3872
0.9989	0.0479	0.9278	-1.3382
0.9986	0.0521	-0.9405	-3.2560
0.9986	0.0521	-0.9370	-4.0511
0.9986	0.0521	-0.9331	-4.4331
0.9986	0.0521	0.9340	-7.0579
0.9986	0.0521	0.9378	-5.3054
0.9984	0.0570	-0.9497	-3.5146
0.9984	0.0570	-0.9466	-4.0658
0.9984	0.0570	0.9474	-12.1425
0.9984	0.0570	0.9503	-8.9620
0.9980	0.0630	-0.9582	-3.8828
0.9980	0.0630	-0.9556	-4.2210
0.9980	0.0630	0.9563	-22.5333
0.9980	0.0630	0.9588	-20.4098
0.9975	0.0704	-0.9661	-4.3978
0.9975	0.0704	-0.9640	-4.5819
0.9975	0.0704	0.9645	-36.7950
0.9975	0.0704	0.9666	-36.4108
0.9968	0.0797	-0.9748	-4.0415
0.9968	0.0797	-0.9733	-5.1048
0.9968	0.0797	0.9720	-54.7589
0.9968	0.0797	0.9736	-56.7946
0.9958	0.0919	-0.9809	-4.7043
0.9958	0.0919	-0.9797	-6.0982
0.9958	0.0919	0.9800	-81.0778
0.9958	0.0919	0.9811	-77.4346
0.9941	0.1084	-0.9861	-5.6027
0.9941	0.1084	-0.9853	-7.5613
0.9941	0.1084	0.9855	-108.8611
0.9941	0.1084	0.9863	-106.4797
0.9912	0.1321	-0.9906	-7.0251
0.9912	0.1321	-0.9900	-9.8178
0.9912	0.1321	0.9902	-140.1388
0.9912	0.1321	0.9907	-139.8757
0.9856	0.1689	-0.9942	-9.4619
0.9856	0.1689	-0.9939	-13.3649
0.9856	0.1689	0.9939	-175.3592
0.9856	0.1689	0.9943	-178.3637
0.9724	0.2333	-0.9970	-13.5917
0.9724	0.2333	-0.9968	-18.8570
0.9724	0.2333	0.9968	-215.2692
0.9724	0.2333	0.9970	-222.8049
0.9285	0.3712	-0.9988	-20.1933
0.9285	0.3712	-0.9987	-27.0244
0.9285	0.3712	0.9987	-260.7300
0.9285	0.3712	0.9988	-273.9285
0.6404	0.7681	-0.9997	-14.3437
0.6404	0.7681	-0.9997	-29.9529
0.6404	0.7681	0.9997	-312.7222
0.6404	0.7681	0.9997	-332.3631
-0.6404	0.7681	-0.9997	-24.1403
-0.6404	0.7681	-0.9997	-43.2595
-0.6404	0.7681	0.9997	-372.4037
-0.6404	0.7681	0.9997	-398.6926
-0.9285	0.3712	-0.9988	-60.1358
-0.9285	0.3712	-0.9987	-72.7163
-0.9285	0.3712	0.9987	-440.8369
-0.9285	0.3712	0.9988	-473.2920
-0.9724	0.2333	-0.9970	-80.2171
-0.9724	0.2333	-0.9968	-95.1144
-0.9724	0.2333	0.9968	-517.9500
-0.9724	0.2333	0.9970	-555.4014
-0.9856	0.1689	-0.9942	-102.8027
-0.9856	0.1689	-0.9939	-120.2404
-0.9856	0.1689	0.9939	-600.8610
-0.9856	0.1689	0.9943	-641.3540
-0.9912	0.1321	-0.9906	-126.9965
-0.9912	0.1321	-0.9900	-147.1008
-0.9912	0.1321	0.9902	-682.5539
-0.9912	0.1321	0.9907	-723.3296
-0.9941	0.1084	-0.9861	-151.6514
-0.9941	0.1084	-0.9853	-174.3982
-0.9941	0.1084	0.9855	-752.1324
-0.9941	0.1084	0.9863	-789.8571
-0.9958	0.0919	-0.9809	-175.2418
-0.9958	0.0919	-0.9797	-200.5852
-0.9958	0.0919	0.9800	-796.9908
-0.9958	0.0919	0.9811	-828.1391
-0.9968	0.0797	-0.9748	-195.9704
-0.9968	0.0797	-0.9733	-223.7518
-0.9968	0.0797	0.9720	-710.1170
-0.9968	0.0797	0.9736	-806.4314
-0.9975	0.0704	-0.9661	-241.9383
-0.9975	0.0704	-0.9640	-249.5760
-0.9975	0.0704	0.9645	-691.4566
-0.9975	0.0704	0.9666	-775.1266
-0.9980	0.0630	-0.9582	-253.3399
-0.9980	0.0630	-0.9556	-264.4236
-0.9980	0.0630	0.9563	-637.8030
-0.9980	0.0630	0.9588	-705.0670
-0.9984	0.0570	-0.9497	-256.0912
-0.9984	0.0570	-0.9466	-271.0399
-0.9984	0.0570	0.9474	-555.3626
-0.9984	0.0570	0.9503	-605.1952
-0.9986	0.0521	-0.9405	-249.0436
-0.9986	0.0521	-0.9370	-267.6068
-0.9986	0.0521	-0.9331	-263.7059
-0.9986	0.0521	0.9340	-380.9084
-0.9986	0.0521	0.9378	-454.4323
-0.9989	0.0479	-0.9268	-253.2824
-0.9989	0.0479	-0.9224	-254.7685
-0.9989	0.0479	0.9234	-293.9785
-0.9989	0.0479	0.9278	-347.4417
-0.9990	0.0444	-0.9161	-228.8676
-0.9990	0.0444	-0.9112	-234.6449
-0.9990	0.0444	0.9071	-157.7392
-0.9990	0.0444	0.9124	-208.9740
-0.9991	0.0413	-0.8995	-204.6520
-0.9991	0.0413	-0.8936	-196.4251
-0.9991	0.0413	0.8950	-98.0715
-0.9991	0.0413	0.9009	-133.7426
-0.9993	0.0387	-0.8876	-167.2155
-0.9993	0.0387	-0.8810	-163.0913
-0.9993	0.0387	0.8756	-21.6441
-0.9993	0.0387	0.8826	-47.6190
-0.9993	0.0387	0.8890	-72.7822
-0.9993	0.0363	-0.8682	-124.5659
-0.9993	0.0363	-0.8605	-111.4666
-0.9993	0.0363	0.8623	13.0551
-0.9993	0.0363	0.8699	-6.9459
-0.9994	0.0342	-0.8551	-84.7856
-0.9994	0.0342	-0.8469	-74.9857
-0.9994	0.0342	-0.8379	-58.5589
-0.9994	0.0342	0.8401	58.7750
-0.9994	0.0342	0.8488	44.0952
-0.9995	0.0324	-0.8331	-39.7232
-0.9995	0.0324	-0.8236	-27.2855
-0.9995	0.0324	0.8159	101.1606
-0.9995	0.0324	0.8259	90.5474
-0.9995	0.0324	0.8353	72.9066
-0.9995	0.0307	-0.8093	2.2896
-0.9995	0.0307	-0.7986	13.0218
-0.9995	0.0307	0.8012	140.2030
-0.9995	0.0307	0.8117	123.9366
-0.9996	0.0292	-0.7951	28.5564
-0.9996	0.0292	-0.7838	37.5188
-0.9996	0.0292	-0.7717	43.1822
-0.9996	0.0292	0.7746	193.5289
-0.9996	0.0292	0.7865	181.2345
-0.9996	0.0279	-0.7691	59.6016
-0.9996	0.0279	-0.7565	64.4759
-0.9996	0.0279	-0.7431	64.3305
-0.9996	0.0279	0.7463	242.9942
-0.9996	0.0279	0.7596	239.6929
-0.9996	0.0279	0.7719	218.8608
-0.9996	0.0266	-0.7416	85.1198
-0.9996	0.0266	-0.7278	85.9315
-0.9996	0.0266	-0.7129	83.2290
-0.9996	0.0266	0.7165	277.8052
-0.9996	0.0266	0.7311	288.8506
-0.9996	0.0266	0.7447	277.6233
-0.9997	0.0255	-0.7127	109.3389
-0.9997	0.0255	-0.6975	110.2231
-0.9997	0.0255	-0.6814	110.8446
-0.9997	0.0255	0.6852	290.6853
-0.9997	0.0255	0.7012	318.6359
-0.9997	0.0255	0.7161	322.4559
-0.9997	0.0245	-0.6825	140.3198
-0.9997	0.0245	-0.6660	148.7513
-0.9997	0.0245	-0.6486	162.0814
-0.9997	0.0245	0.6528	282.9559
-0.9997	0.0245	0.6700	325.3049
-0.9997	0.0245	0.6862	345.9957
